ID,Name,ChineseName,VideoCount
136518,burnice white (zenless zone zero),柏妮思·怀特 (绝区零),772
26390,burping,打嗝,358
26356,business suit,西装,20
1503,bust,摔碎,53
133634,butt growth,屁股生长,690
6924,butt jiggle,屁股晃动,3642
3425,butt plug,肛塞,558
6660,butt spread,屁股传播,480
1783,butterfly,蝴蝶,60
5029,butthole,屁眼,743
2419,button mash,按钮混搭,8
4573,button mash (mlp),按钮混搭 (小马宝莉),93
40618,byakuren hijiri (touhou),白莲圣 (东方Project),18
27697,byleth eisner (fire emblem),拜莱斯·艾斯纳 (火焰纹章),101
27381,c.c. (code geas),C.C. (代码geas),36
6638,cabba (dbz),加贝 (数据库),11
40242,cabinet,柜子,5
42068,caelus (honkai star rail),凯鲁斯 (崩坏：星穹铁道),383
139629,caesar king (zenless zone zero),凯撒王 (绝区零),273
41483,cafe,咖啡馆,21
7622,cafe anteiku,安提库咖啡馆,2
3473,cage,笼子,124
26365,caitlyn,凯特琳,36
25543,caitlyn (league of legends),凯特琳 (英雄联盟),145
38517,cala (viperrsr),凯拉 (毒蛇),2
37541,calamity (fortnite),灾害 (堡垒之夜),37
710,calara (resident evil),卡拉拉 (生化危机),6
28353,caleen keemosn (star ocean),凯琳·基蒙斯 (星之海洋),7
2412,callie,凯莉,11
4002,callie (splatoon),卡莉 (喷射战士),152
43983,callisto (fortnite),木卫四 (堡垒之夜),1
25744,cally3d,cally3d,25
4299,calves,小腿,5
8082,cam girl,凸轮女孩,71
120609,camellya (wuthering waves),山茶花 (鸣潮),108
4300,cameltoe,骆驼趾,112
4251,camera,照相机,735
3604,camie,卡米,5
3457,camie utsushimi (my hero academia),宇志美美 (我的英雄学院),50
153301,camila (vtuber),卡米拉 (VTuber/虚拟主播),7
105612,camila noceda (the owl house),卡米拉·诺塞达 (奇幻猫头鹰小屋),4
5813,camilla (fire emblem),卡米拉 (火焰纹章),56
210793,camille (bobabamory),卡米尔 (博巴巴莫里),1
243,serath (paragon),塞拉特 (模范),0
37251,azaan the eternal (paladins),永恒的阿扎安 (枪火游侠),0
11247,tape,胶带,0
73449,german,德语,0
164369,Fujibayashi Naoe (assassins creed),藤林直江 (刺客的信条),0
6649,arawaraw,arawaraw,0
25930,shinji ikari (Evangelion),碇真司 (新世纪福音战士),0
25786,sweaty breasts,汗湿的胸部,0
25470,seer (apex legends),先知 (Apex英雄),0
9156,mama (death stranding),妈妈 (死亡搁浅),0
2992,shy,害羞,0
404,bleach,死神,0
51642,roon (azur lane),罗恩 (碧蓝航线),0
95759,prometheus (honkai impact),普罗米修斯 (崩坏3),0
38961,montgomery gator (fnaf),蒙哥马利鳄鱼 (玩具熊的五夜后宫),0
95779,erdos helia (honkai impact),赫丽娅 (崩坏3) (崩坏3),0
29894,Yunyun (Kono Subarashii),云云 (为美好的世界献上祝福！),0
26406,nurse redheart,护士红心,0
4927,no humans,无人类,0
75084,hanya (honkai star rail),哈尼亚 (崩坏：星穹铁道),0
38380,natsuki (doki doki literature club),夏希 (心跳文学部),0
56828,sun wukong (rwby),孙悟空 (RWBY),0
42251,w (arknights),草 (明日方舟),0
5065,no panties under skirt,裙子下没有内裤,0
6196,princessleia,莱娅公主,0
83704,camille (fortnite),卡米尔 (堡垒之夜),2
11342,camille (league of legends),卡米尔 (英雄联盟),8
281,cammy white (street fighter),嘉米·怀特 (街头霸王),1428
4609,campfire,营火,34
7603,camping,露营,59
289,camshow,凸轮秀,61
6429,cana alberona (fairy tail),卡娜·阿鲁佩洛娜 (妖精的尾巴),6
202594,canari (pokemon),canari (宝可梦),27
2546,canastus,卡纳斯特斯,6
35943,candace (genshin impact),坎迪斯 (原神),272
28006,candice,坎迪丝,3
3738,candle,蜡烛,56
26954,candy,糖果,29
25982,candy cane,糖果棒,17
3669,canid,犬科动物,113
6915,canid demon,犬科恶魔,39
111,canine,犬,1236
1915,canine on female,女性身上的犬齿,752
35265,canine on male,雄性犬齿,25
46360,canine pussy,犬科阴部,52
3670,canis,犬,35
4523,canon,佳能,81
5423,canon crossdressing,佳能变装,13
157553,cantarella (wuthering waves),坎塔雷拉 (鸣潮),211
5524,cap,帽,89
5111,capcom,卡普空,139
11124,cape,斗篷,27
4301,capri pants,七分裤,2
5227,captain,队长,22
50361,captain (risk of rain),队长 (雨中冒险),1
1669,captain ameba,阿米巴队长,11
28142,captain amelia (treasure planet),艾米莉亚船长 (星银岛),9
26594,captain america,美国队长,16
3898,captain fareeya,法瑞亚船长,1
536,captain marvel (marvel),惊奇队长 (漫威),27
53247,captain olimar (pikmin),奥利马尔船长 (皮克敏),1
7653,caption,标题/字幕,83
1595,captions,字幕,513
878,captured,被捕,1166
1339,car,汽车,455
4634,caress,爱抚,43
71324,carl johnson (gta),卡尔·约翰逊 (侠盗猎车手),1
73589,carla yeager (attack on titan),卡露拉·耶格尔 (进击的巨人),1
37511,carlos oliveira (resident evil),卡洛斯·奥利维拉 (生化危机),34
46285,carlota casagrande (the loud house),卡洛塔·卡萨格兰德 (喧闹一家亲),2
148670,carlotta (wuthering waves),卡洛塔 (鸣潮),162
4417,carmelita fox (sly cooper),卡梅利塔·福克斯 (狡狐大冒险),62
27594,carmen sandiego,卡门·圣地亚哥,3
111141,carmilla (re:zero),卡米拉 (Re:从零开始的异世界生活),3
97015,carmine (pokemon),胭脂红 (宝可梦),19
179741,carol holiday (deltarune),卡罗尔·霍利迪 (三角符文),10
38926,carol olston (tomo chan wa onnanoko!),卡洛儿·奥尔斯顿 (Tomo chan wa onnanoko！),7
27493,carol tea,卡罗尔·茶,1
49982,carole pepper (honkai impact),卡罗尔·佩珀 (崩坏3),12
2890,carpet,地毯,12
27186,carrot,胡萝卜,11
1094,carrot (one piece),胡萝卜 (航海王),35
2787,carrying,携带,1730
151040,cartethyia (wuthering waves),卡特西亚 (鸣潮),231
436,cartoon,卡通,1104
5307,cartoon network,卡通频道,61
32378,casca (berserk),卡斯卡 (烙印战士),13
28216,cashier,收银员,3
4191,casira,卡西拉,2
7033,cass hamada (big hero 6),卡斯·哈马达 (超能陆战队),446
1234,cassandra,卡桑德拉,26
8846,cassandra (resident evil),卡桑德拉 (生化危机),124
3502,cassandra alexandra (soul calibur),卡珊德拉·亚历山德拉 (灵魂能力),23
602,cassandra pentaghast (dragon age),卡桑德拉·五角星 (龙腾世纪),5
152636,cassidy (overwatch),卡西迪 (守望先锋),27
549,cassie (paladins),卡西 (枪火游侠),24
202,cassie cage (mortal kombat),凯西·凯奇 (真人快打),530
50961,cassiopeia (league of legends),仙后座 (英雄联盟),6
148940,castform (pokemon),飘浮泡泡 (宝可梦),1
3578,castillo (map),卡斯蒂略 (地图),1
5566,castle,城堡,35
153273,castorice (honkai star rail),卡斯托里斯 (崩坏：星穹铁道),141
4891,casual,休闲装,112
2208,cat,猫,410
26144,cat boy,猫耳少年,147
1977,cat ears,猫耳,1675
6236,cat girl,猫娘,2512
3333,cat suit,猫套装,33
2229,cat tail,猫尾,601
203,cat woman (dc comics),猫女人 (DC漫画),50
84304,catalyst (apex legends),催化剂 (Apex英雄),10
39572,catalyst (fortnite),催化剂 (堡垒之夜),5
86314,catastrophe (fortnite),灾难 (堡垒之夜),2
26219,catfight,女人打架,427
37329,catherine ii (russia),凯瑟琳二世 (俄罗斯),5
41749,catra (she-ra and the princesses of power),卡特拉 (希瑞与非凡的公主们),13
208647,catrin glitch (fortnite),凯特琳·格里奇 (堡垒之夜),20
2206,cats,猫,27
5051,catwoman (dc comics),猫女 (DC漫画),534
5088,caught,被抓住,617
28286,caulifla (dbz),卡莉芙拉 (数据库),75
25468,caustic (apex legends),腐蚀性的 (Apex英雄),17
2035,cave,洞穴,231
4915,cave story,洞窟物语,8
35185,caveira (rainbow six),卡韦拉 (彩虹六号),40
1951,cawneil,cawneil,12
26582,cbt,CBT,155
6493,cd projekt red,CD Projekt Red,32
228977,cecilia (zenless zone zero),张柏芝 (绝区零),10
84929,cecilia schariac (honkai star rail),塞西莉亚·沙尼亚特 (崩坏：星穹铁道),14
2891,ceiling,天花板,3
7289,celebrity,名人,193
5801,celestine lucross,塞莱斯廷·卢克罗斯,8
5802,celestine lucullus,赛莱斯汀·卢库鲁斯,11
32499,celica (fire emblem),塞利卡 (火焰纹章),9
586,cell (dbz),细胞 (数据库),32
3128,cellphone,手机,79
25799,cellphone display,手机屏幕,29
37722,celty sturluson (durarara),塞尔提·史特路尔森 (杜拉拉拉),11
6634,censored,已打码,4457
25760,censored penis,审查阴茎,861
2977,centaur,半人马,184
27481,centorea shianus (monster masume),赛尔特蕾娅·夏努斯 (怪物真须梅),17
10091,cerberus (helltaker),刻耳柏洛斯 (Helltaker),23
5148,cerebella,小脑,6
251,brooke scott (life is strange),布鲁克·斯科特 (奇异人生),0
5924,moral support,道义上的支持,0
29025,shirogane noel (vtuber),白银诺艾尔 (VTuber/虚拟主播),0
2858,platinum blonde hair,白金金发,0
1880,sybian,赛比安,0
32657,pathfinder (apex legends),探路者 (Apex英雄),0
86619,bengal tiger (kemono friends),孟加拉虎 (兽娘动物园),0
4658,source,来源,0
43376,shizuru hoshino (princess connect),星野静 (公主连结),0
45704,mary linton (red dead redemption),玛丽·林顿 (荒野大镖客：救赎),0
148176,roccia (wuthering waves),罗恰 (鸣潮),0
33951,nia (xenoblade),尼亚 (异度之刃),0
5838,appletin,苹果素,0
4271,after masturbation,自慰后,0
128622,wooloo (pokemon),毛辫羊 (宝可梦),0
35653,ikishima midari (kekgurui),生志摩妄 (狂赌之渊),0
2772,orville (animal crossing),奥维尔 (动物森友会),0
5364,female on bottom,女性在底部,0
33,christie (dead or alive),克里斯蒂 (死或生),0
29088,itto arataki (genshin impact),一藤荒泷 (原神),0
119,operator 6o (nier automata),通信官 6O (尼尔自动机),0
41781,chai (hifi rush),柴 (高保真热潮),0
2795,clothed,穿衣服,0
3455,whip marks,鞭痕,0
165237,mimimi utsukushisugi (100kanojo),美美美美杉杉 (超超超超超喜欢你的100个女朋友),0
40372,ceres fauna (vtuber),希瑞斯·法那 (VTuber/虚拟主播),149
488,cersei lannister (game of thrones),瑟曦·兰尼斯特 (权力的游戏),4
3509,certedia,证书,1
5554,cervid,宫颈,11
4598,cervix,子宫口,136
4599,cervix penetration,子宫颈渗透,194
191473,cerydra (honkai star rail),塞里德拉 (崩坏：星穹铁道),42
168,cerys an craite (the witcher),塞里斯安克莱特 (巫师),39
2033,cetacean,鲸类,4
2034,cetacean penis,鲸类阴茎,4
35112,cetitan (pokemon),浩大鲸 (宝可梦),1
37540,cetrion (mortal kombat),塞特龙 (真人快打),3
1147,cgi,计算机图形接口,18989
56301,ch en (arknights),陈 (明日方舟),2
41781,chai (hifi rush),柴 (高保真热潮),1
11312,chain,锁链,66
11379,chain chomp,汪汪 (马力欧),23
2079,chain leash,链条牵引绳,106
3849,chained,被锁链铐住,519
8350,chains,链条,163
27190,chainsaw man,电锯人,327
2490,chair,椅子,266
2353,chameleonhops,变色龙蛇麻草,28
4744,chance flared,机会突然出现,1
39511,change (paladins),改变 (枪火游侠),1
4995,changeling,换生灵,41
115035,changli (wuthering waves),昌黎 (鸣潮),296
1957,chansey,吉利蛋,1
39048,chao (sonic),潮 (刺猬索尼克),61
26415,chaos,混乱,13
51591,chapayev (azur lane),恰帕耶夫 (碧蓝航线),5
26518,chara (undertale),恰拉 (传说之下),114
81,charizard (pokemon),喷火龙 (宝可梦),263
36624,charlie morningstar (hazbin hotel),夏莉·晨星 (地狱客栈),175
10031,charlie nash (street fighter),查理·纳什 (街头霸王),1
25640,charlotte (fortnite),夏洛特 (堡垒之夜),41
49700,charlotte (genshin impact),夏洛特 (原神),56
150497,charlotte (vtuber),夏洛特 (VTuber/虚拟主播),1
35455,charlotte johnstone (call of duty),夏洛特·约翰斯通 (使命召唤),2
26326,charmander,小火龙,5
41230,charmcaster (ben 10),魅惑魔女 (少年骇客),1
142740,chasca (genshin impact),恰斯卡 (原神),26
4344,chasingnero,追逐内罗,5
379,chastity cage,贞操笼,579
1441,cheating,作弊,4718
5043,cheating wife,出轨的妻子,2359
7702,checkered floor,格子地板,3
5441,cheek bulge,鼓脸颊,47
7771,cheek kiss,脸颊吻,6
5424,cheek tuft,脸颊簇,3
10973,cheelai (dbz),茨莱 (数据库),56
4198,cheerleader,啦啦队员,211
933,cheetah,猎豹,29
10618,chel (the road to el dorado),切尔 (勇闯黄金城),155
1235,chell (half life),雪儿 (半衰期),18
7153,chelodoy,chelodoy,2
6382,chelody,切洛迪,2
228569,chen (arknights),橙 (东方Project) (明日方舟),3
35077,chen (touhou),橙 (东方Project) (东方Project),7
119676,chen hai (azur lane),陈海 (碧蓝航线),18
48428,chenxing (snowbreak),chenxing (防雪),9
92929,chenxue (honkai impact),晨雪 (崩坏3),4
9396,cheri (hexvoid),切里 (六角空心),1
36136,cheri nowlin (cyberpunk 2077),雪莉·诺林 (赛博朋克2077),17
1560,cherry jubilee (mlp),樱桃禧年 (小马宝莉),3
53142,cheshire (azur lane),柴郡 (碧蓝航线),15
37815,chesire (azur lane),切西雷 (碧蓝航线),7
11288,chest,胸部,73
133946,chevreuse (genshin impact),切夫勒斯 (原神),23
25576,chewbacca (star wars),楚巴卡 (星球大战),10
26627,chi chi,琪琪,5
6763,chi-chi (dbz),琪琪 (数据库),161
37714,chichae (monster hunter),奇凯 (怪物猎人),1
53319,chie hoshinomiya (classroom of the elite),星宫千惠 (精英课堂),1
1749,chief bogo,博ogo局长,3
36440,chieru kazama (princess connect),风间千绘 (公主连结),8
37513,chigusa (fortnite),千种 (堡垒之夜),8
43803,chihiro fujisaki (danganronpa),藤崎千寻 (弹丸论破),2
29049,chika fujiwara (kaguya sama),藤原千花 (辉夜大人),122
50727,chika takami (love live),高见千花 (爱生活),3
26202,chikan,痴汉,49
49838,chiku (fnaf),竹 (玩具熊的五夜后宫),375
6671,child bearing hips,儿童轴承臀部,423
5803,chin grab,抓下巴,8
189158,chinatsu remiel (zenless zone zero),千夏·雷米尔 (绝区零),81
4708,chinese,中文,323
27734,chinese dress,汉服,150
46832,chinese subtitles,中文字幕,349
105238,chiori (genshin impact),基奥里 (原神),154
42895,chip (sonic),芯片 (刺猬索尼克),14
26621,chip n dale rescue rangers,Chip n dale 救援护林员,26
208787,chisa (wuthering waves),奇萨 (鸣潮),144
32983,chisato nishikigi (lycoris recoil),锦木千里 (莉可丽丝),105
118338,chitoge kirisaki (nisekoi),切崎千峥 (伪恋),1
179645,chiyo (strinova),千代 (卡拉彼丘),1
165257,chiyo iin (100kanojo),千代院 (超超超超超喜欢你的100个女朋友),7
62684,chiyuki kuwayama (the idolmaster),桑山千之 (偶像大师),5
165365,chizuko date (acro trip),千津子枣 (飞行特技之旅),7
37248,chizuru ichinose (kanojo okarishimasu),一之濑千鹤 (租借女友),76
39071,chloe (detroit become human),克洛伊 (底特律成为人类),39
44663,chloe (fire emblem),克洛伊 (火焰纹章),1
37664,chloe (princess connect),克洛伊 (公主连结),1
7498,chloe (slyxxx24),克洛伊 (slyxxx24),1
705,chloe blue (life is strange),克洛伊蓝 (奇异人生),13
246,chloe frazer (uncharted),克洛伊·弗雷泽 (神秘海域),69
10443,chloe price (life is strange),克洛伊·普莱斯 (奇异人生),240
56328,chocho akimichi (naruto),町町秋道 (火影忍者),4
6172,choke slam,窒息猛击,3
11335,choke sounds,窒息声,258
1177,choker,项圈,863
828,choking,窒息,744
4761,chopsticks,筷子,2
31901,chouchou akimichi (naruto),丑丑秋道 (火影忍者),11
44916,choukai (kantai collection),雀海 (舰队Collection),3
27746,chowder,杂烩,2
659,chris griffin (family guy),克里斯·格里芬 (恶搞之家),19
39889,chris redfield (resident evil),克里斯·雷德菲尔德 (生化危机),110
84464,chris yukine (symphogear),克里斯·尤金 (交响齿轮),2
33,christie (dead or alive),克里斯蒂 (死或生),111
36441,christina (princess connect),克里斯蒂娜 (公主连结),2
4528,european,欧洲,0
26827,atlantis the lost empire,亚特兰蒂斯失落的帝国,0
5821,hana song,哈娜之歌,0
27458,warioware,瓦力欧制造,0
298,red hair,红发,0
41905,clara (honkai star rail),克拉拉 (崩坏：星穹铁道),0
6170,ronin-jelly,浪人果冻,0
32368,sox (lightyear),袜队 (光年),0
37645,bloodrayne,吸血莱恩,0
39056,elesa (pokemon),埃莱萨 (宝可梦),0
5311,mario bros,马里奥兄弟,0
3313,subtitled,有字幕,0
26703,triple blowjob,三重口交,0
1627,baronstrap,baronstrap,0
7005,awwman,哇曼,0
152180,coqui (vtuber),科基 (VTuber/虚拟主播),0
6174,jayewilde,杰维尔德,0
5067,condom,安全套,0
39046,margaret (persona),玛格丽特 (女神异闻录),0
27298,rachnera arachnera (monster musume),拉克涅拉 (魔物娘的相伴日常) (怪物娘),0
11362,isuzu sento (amagi brilliant park),五十铃钱汤 (甘城光辉游乐园),0
480,foot licking,舔脚,0
223734,ramiel (zenless zone zero),拉米尔 (绝区零),0
3889,trapped,被困住,0
3834,cum on floor,地板上精液,0
5582,christmas,圣诞节,1235
5583,christmas clothing,圣诞服装,514
3614,christmas hat,圣诞帽,269
5584,christmas headwear,圣诞头饰,28
6430,christmas outfit,圣诞装,180
6431,christmas present,圣诞礼物,53
5585,christmas tree,圣诞树,193
117393,chromia (transformers),铬铁兽 (变形金刚),4
27077,chronoa (dbz),库罗诺娅 (数据库),5
38091,chuatury panlunch (gundam),雀丘利·潘兰杞 (高达),3
3739,chubby,胖乎乎的,842
5632,chuckling,咯咯笑,7
249,chun li (street fighter),春丽 (街头霸王),2288
6325,church,教堂,95
1236,cia (zelda),中央情报局 (塞尔达传说),47
158841,ciaccona (wuthering waves),恰科纳 (鸣潮),33
151661,ciel (fate),夏尔 (Fate系列),13
4192,ciera shaw,西拉·肖,2
4694,cigarette,香烟,36
149153,cinder (fortnite),煤渣 (堡垒之夜),1
25892,cinder fall (rwby),辛德·福尔 (RWBY),45
9815,cinderace (pokemon),闪焰王牌 (宝可梦),68
5794,cinderdryadva,灰烬,40
27900,cinderella,灰姑娘,6
145110,cinderella (nikke goddess of victory),灰姑娘 (尼克胜利女神),68
39975,cindy aurum (final fantasy),希德妮·奥鲁姆 (最终幻想),95
66469,cinque (final fantasy),五渔村 (最终幻想),2
169653,cipher (honkai star rail),密码 (崩坏：星穹铁道),134
2689,circumcised,割礼,123
6991,circus baby (fnaf),马戏团宝贝 (玩具熊的五夜后宫),193
55983,circus queen (fnaf),马戏团女王 (玩具熊的五夜后宫),3
96,ciri (the witcher),希里 (巫师),1209
160041,cirina mol (final fantasy),希丽娜·摩尔 (最终幻想),14
37442,cirno (touhou),琪露诺 (东方Project),48
228981,cissia (zenless zone zero),西西亚 (绝区零),94
41974,cissnei (final fantasy),希丝妮 (最终幻想),37
138606,citlali (genshin impact),吉特拉利 (原神),248
37657,citra talugmai (far cry),西特拉塔鲁迈 (孤岛惊魂),6
3209,clade,进化枝,2
27248,clair,克莱尔,2
7497,claire (slyxxx24),克莱尔 (slyxxx24),1
7154,claire (the summoning),克莱尔 (召唤),8
181,claire farron (final fantasy),克莱尔·法伦 (最终幻想),22
43064,claire harvey (hundred),克莱尔·哈维 (百),2
183,claire redfield (resident evil),克莱尔·雷德菲尔德 (生化危机),1556
38433,claire russell (cyberpunk 2077),克莱尔·罗素 (赛博朋克2077),16
26662,clamp,夹子,10
5452,clapping cheeks,拍手脸颊,1574
1048,claptrap (borderlands),吵闹 (边境地区),3
1237,clara,克拉拉,11
102295,clara (fortnite),克拉拉 (堡垒之夜),28
41905,clara (honkai star rail),克拉拉 (崩坏：星穹铁道),70
17,clara lille (watch dogs),克拉拉·里尔 (看门狗),24
35922,clarabelle cow (disney),克拉贝尔牛 (迪士尼),3
3205,class sweeb,类 sweeb,4
2278,classroom,教室,356
3357,classy,优雅,6
32652,claudette (dead by daylight),克劳黛特 (黎明杀机),2
32366,claudia strife (final fantasy),克劳蒂亚·斯特莱夫 (最终幻想),56
34910,claudio serafino (tekken),克劳迪奥·塞拉菲诺 (铁拳),4
3458,clavicle,锁骨,10
2230,claws,爪子,154
41804,clayton (tarzan),克莱顿 (泰山),3
88124,clayton carmine (gears of war),克莱顿胭脂红 (战争机器),13
790,cleavage,乳沟,888
95389,clementine (overlord),克莱门汀 (霸王),7
1811,clemetine,克莱美汀,55
3791,clenched teeth,咬牙,68
38007,clicker (the last of us),响片 (最后生还者),4
3979,clip clipping,剪辑剪辑,2
25791,clipping,剪辑,5
27371,clit growth,阴蒂生长,19
28744,clit stimulation,阴蒂刺激,82
5319,clitoral hood,阴蒂盖,31
7573,clitoral stimulation,阴蒂刺激,361
4429,clitoris,阴蒂,228
7038,clitoris piercing,阴蒂穿环,48
3022,cloaca,泄殖腔,16
3023,cloacal,泄殖腔,7
3024,cloacal penetration,泄殖腔渗透,15
2050,clock,时钟,5
45560,clodsire (pokemon),土王 (宝可梦),1
1079,clone,克隆,128
1309,clop,啪啪,1523
2941,clopcian,克洛普西安,8
49902,clorinde (genshin impact),克罗林德 (原神),258
2199,close up,关闭,1165
2168,closed eyes,闭眼,467
3740,closed mouth,闭嘴,58
2795,clothed,穿衣服,4621
2051,clothed female,衣着女性,2872
4050,clothed female nude female,着装女性与裸体女性,75
9341,clothed female nude male,穿着衣服的女性与全裸的男性,1272
5016,clothed male,穿衣男,257
3895,clothed male nude female,男装女裸,126
26713,clothed paizuri,穿着衣服 paizuri,46
2870,clothed sex,穿着衣服做爱,4122
4207,clothed/nude,穿衣服/裸体,771
4867,clothes,衣服,312
2825,clothing,服装,618
6892,clothing lift,衣物升降机,63
5511,cloud,云,33
217122,cloud of darkness (final fantasy),暗黑之云 (最终幻想),1
77299,cloud retainer (genshin impact),云保留器 (原神),29
556,cloud strife (final fantasy),克劳德·斯特莱夫 (最终幻想),1040
42384,cloud striker (fortnite),云前锋 (堡垒之夜),2
4003,clouds,云,7
38197,clover (chronicles of eden),三叶草 (伊甸园编年史),2
32406,clover (totally spies),三叶草 (间谍亚特兰蒂斯),30
27012,clown,小丑,198
34626,clownpiece (touhou),克劳恩皮丝 (东方Project),7
4051,club,俱乐部,438
25688,clyde mcbride (the loud house),克莱德·麦克布莱德 (喧闹一家亲),4
4181,coach (left 4 dead),教练 (求生之路),51
3507,coat,外套,22
6761,cobatsart,钴沙特,2
27887,cobra bubbles,眼镜蛇气泡,4
2705,cock bulge,鸡巴凸出,196
133832,cock growth,鸡鸡生长,227
4561,cock hungry,鸡巴饿了,691
251,brooke scott (life is strange),布鲁克·斯科特 (奇异人生),0
5924,moral support,道义上的支持,0
29025,shirogane noel (vtuber),白银诺艾尔 (VTuber/虚拟主播),0
2858,platinum blonde hair,白金金发,0
1880,sybian,赛比安,0
32657,pathfinder (apex legends),探路者 (Apex英雄),0
86619,bengal tiger (kemono friends),孟加拉虎 (兽娘动物园),0
4658,source,来源,0
43376,shizuru hoshino (princess connect),星野静 (公主连结),0
45704,mary linton (red dead redemption),玛丽·林顿 (荒野大镖客：救赎),0
148176,roccia (wuthering waves),罗恰 (鸣潮),0
33951,nia (xenoblade),尼亚 (异度之刃),0
5838,appletin,苹果素,0
4271,after masturbation,自慰后,0
128622,wooloo (pokemon),毛辫羊 (宝可梦),0
35653,ikishima midari (kekgurui),生志摩妄 (狂赌之渊),0
2772,orville (animal crossing),奥维尔 (动物森友会),0
5364,female on bottom,女性在底部,0
33,christie (dead or alive),克里斯蒂 (死或生),0
29088,itto arataki (genshin impact),一藤荒泷 (原神),0
119,operator 6o (nier automata),通信官 6O (尼尔自动机),0
41781,chai (hifi rush),柴 (高保真热潮),0
2795,clothed,穿衣服,0
3455,whip marks,鞭痕,0
165237,mimimi utsukushisugi (100kanojo),美美美美杉杉 (超超超超超喜欢你的100个女朋友),0
1976,cock ring,阴茎环,259
2721,cock sleeve,公鸡套,82
133688,cock transformation,公鸡改造,30
2436,cock vore,阳具吞噬,633
4815,cock worship,鸡巴崇拜,713
4219,cockpit,驾驶舱,5
11277,coco bandicoot (crash),可可·班迪特 (坠毁),75
49976,cocolia rand (honkai star rail),可可利亚·兰德 (崩坏：星穹铁道) (崩坏：星穹铁道),38
30620,cocotte (dbz),科科特 (数据库),5
27265,code geass,反叛的鲁路修,58
3615,code vein,噬血代码,9
37278,coen the griffin (the witcher),格里芬科恩 (巫师),1
7051,coercion,胁迫,79
5162,coffee,咖啡,21
5163,coffee mug,马克杯,7
78674,coil-head (lethal company),线圈头 (致命公司),11
3246,coiling,卷绕,23
47956,colette (brawl stars),科莱特 (荒野乱斗),13
4816,collaborative fellatio,协作口交,274
2387,collar,项圈,897
1466,college,学院,87
37125,collei (genshin impact),科莱伊 (原神),61
2340,colonelyobo,上校,15
6432,color,颜色,6
6433,colored,彩色,39
25456,colored cum,彩色精液,29
1853,colored hair,彩色头发,126
2753,columbid,哥伦比德,1
38024,columbina (genshin impact),哥伦比亚 (原神),188
4125,comandorekin,指挥官,23
10019,comic,漫画,1558
27851,comics toons,漫画卡通,12
1377,commander,指挥官,35
1896,commander shepard,薛帕德指挥官,138
5045,commission,约稿,163
615,compilation,合集,14100
2923,completely nude,全裸,3270
7357,completely nude female,完全裸体的女性,2790
11154,completely nude futanari,完全裸体 futanari,1442
48319,completely nude male,完全裸体的男性,1214
3592,computer,电脑,66
4713,computer chair,电脑椅,22
5100,conditional dnp,有条件 dnp,5
5067,condom,安全套,1123
25761,condom filling,避孕套填充,323
55611,conduit (apex legends),导管 (Apex英雄),20
7588,connie,康妮,6
33937,connie maheswaran (steven universe),康妮·马赫斯瓦兰 (宇宙小子),23
2966,consensual,双方同意,1112
42233,constance (fire emblem),康斯坦斯 (火焰纹章),11
3479,constrained,受限,44
6425,continuous ejaculation,连续射精,372
1788,coot27,酷27,25
28376,copperhead (dc comics),铜斑蛇 (DC漫画),12
26510,coprophagia,食粪癖,4
152180,coqui (vtuber),科基 (VTuber/虚拟主播),5
56743,cora jade (wwe),科拉玉 (WWE),1
186425,coral (pokemon),珊瑚 (宝可梦),1
92919,coralie (honkai impact),珊瑚 (崩坏3),18
27314,coraline (caroline),鬼妈妈 (卡罗琳),4
36516,cordelia (fire emblem),科迪利亚 (火焰纹章),5
134210,corin wickes (zenless zone zero),可琳·威克斯 (绝区零),39
68,corinne tilly (the witcher),科琳蒂莉 (巫师),2
40817,cornelia li britannia (code geas),柯内莉亚·Li·布里塔尼亚 (代码geas),3
5925,corrin (fire emblem),科林 (火焰纹章),28
26082,corruption,堕落/侵蚀,1224
7709,corset,束腰,81
1087,cortana (halo),柯塔娜 (光环),233
27474,cosmo the seedrian,科斯莫种子,14
1267,cosplay,角色扮演,947
5070,cote d'azur widowmaker,蔚蓝海岸黑百合 (守望先锋),24
6233,cottontailva,棉尾瓦,58
5164,counter,柜台,21
25745,countersfm,反调频,4
258,countess (paragon),伯爵夫人 (模范),61
123909,countess daraku (fortnite),达拉库伯爵夫人 (堡垒之夜),9
26442,courtney,考特尼,4
9373,courtney (total drama island),考特尼 (总戏剧岛),5
25631,cousin,表弟,126
6672,covered eyes,蒙眼/遮眼,66
8260,covered in cum,浑身都是精液,1610
25590,covered in semen,被精液覆盖,1054
30056,cow,奶牛,138
5615,cow print,奶牛纹,371
40243,cowboy hat,牛仔帽,70
9642,cowgirl outfit,女牛仔装,816
1901,cowgirl position,骑乘位,32814
55506,cozy commander (fortnite),舒适的指挥官 (堡垒之夜),1
3417,cpt-flapjack,cpt 烙饼,5
11375,crash (series),坠毁 (系列),44
10357,crash bandicoot (crash),古惑狼 (坠毁),45
7772,crazy eyes,狂乱眼神,120
3393,cream heart (mlp),奶油心 (小马宝莉),107
26839,cream the rabbit (sonic),芮比兔 (刺猬索尼克),273
2073,creampie,体内射精,53369
6199,creamygravy,奶油肉汁,2
2104,creature,生物,666
4040,creature on female,女性身上的生物,554
6041,creatures,生物,119
1870,creeper,苦力怕,26
